A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,3/27/2017 7:00,2017,3,27,7,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 8:00,2017,3,27,8,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 9:00,2017,3,27,9,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 10:00,2017,3,27,10,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 11:00,2017,3,27,11,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 12:00,2017,3,27,12,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 13:00,2017,3,27,13,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 14:00,2017,3,27,14,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 15:00,2017,3,27,15,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 16:00,2017,3,27,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 17:00,2017,3,27,17,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 18:00,2017,3,27,18,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 19:00,2017,3,27,19,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 20:00,2017,3,27,20,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 21:00,2017,3,27,21,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 22:00,2017,3,27,22,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/27/2017 23:00,2017,3,27,23,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 0:00,2017,3,28,0,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 1:00,2017,3,28,1,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 2:00,2017,3,28,2,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 3:00,2017,3,28,3,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 4:00,2017,3,28,4,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 5:00,2017,3,28,5,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 6:00,2017,3,28,6,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 7:00,2017,3,28,7,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 8:00,2017,3,28,8,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 9:00,2017,3,28,9,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 10:00,2017,3,28,10,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 11:00,2017,3,28,11,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 12:00,2017,3,28,12,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 13:00,2017,3,28,13,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 14:00,2017,3,28,14,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 15:00,2017,3,28,15,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 16:00,2017,3,28,16,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 17:00,2017,3,28,17,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 18:00,2017,3,28,18,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 19:00,2017,3,28,19,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 20:00,2017,3,28,20,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 21:00,2017,3,28,21,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 22:00,2017,3,28,22,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/28/2017 23:00,2017,3,28,23,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 0:00,2017,3,29,0,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 1:00,2017,3,29,1,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 2:00,2017,3,29,2,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 3:00,2017,3,29,3,131,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 4:00,2017,3,29,4,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 5:00,2017,3,29,5,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 6:00,2017,3,29,6,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 7:00,2017,3,29,7,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 8:00,2017,3,29,8,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 9:00,2017,3,29,9,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 10:00,2017,3,29,10,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 11:00,2017,3,29,11,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 12:00,2017,3,29,12,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 13:00,2017,3,29,13,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 14:00,2017,3,29,14,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 15:00,2017,3,29,15,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 16:00,2017,3,29,16,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 17:00,2017,3,29,17,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 18:00,2017,3,29,18,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 19:00,2017,3,29,19,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 20:00,2017,3,29,20,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 21:00,2017,3,29,21,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 22:00,2017,3,29,22,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/29/2017 23:00,2017,3,29,23,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 0:00,2017,3,30,0,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 1:00,2017,3,30,1,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 2:00,2017,3,30,2,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 3:00,2017,3,30,3,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 4:00,2017,3,30,4,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 5:00,2017,3,30,5,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 6:00,2017,3,30,6,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 7:00,2017,3,30,7,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 8:00,2017,3,30,8,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 9:00,2017,3,30,9,108,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 10:00,2017,3,30,10,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 11:00,2017,3,30,11,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 12:00,2017,3,30,12,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 13:00,2017,3,30,13,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 14:00,2017,3,30,14,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 15:00,2017,3,30,15,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 16:00,2017,3,30,16,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 17:00,2017,3,30,17,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 18:00,2017,3,30,18,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 19:00,2017,3,30,19,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 20:00,2017,3,30,20,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 21:00,2017,3,30,21,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 22:00,2017,3,30,22,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/30/2017 23:00,2017,3,30,23,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 0:00,2017,3,31,0,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 1:00,2017,3,31,1,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 2:00,2017,3,31,2,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 3:00,2017,3,31,3,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 4:00,2017,3,31,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 5:00,2017,3,31,5,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 6:00,2017,3,31,6,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 7:00,2017,3,31,7,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 8:00,2017,3,31,8,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 9:00,2017,3,31,9,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 10:00,2017,3,31,10,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 11:00,2017,3,31,11,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 12:00,2017,3,31,12,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 13:00,2017,3,31,13,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 14:00,2017,3,31,14,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 15:00,2017,3,31,15,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 16:00,2017,3,31,16,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 17:00,2017,3,31,17,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 18:00,2017,3,31,18,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 19:00,2017,3,31,19,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 20:00,2017,3,31,20,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 21:00,2017,3,31,21,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 22:00,2017,3,31,22,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,3/31/2017 23:00,2017,3,31,23,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 0:00,2017,4,1,0,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 1:00,2017,4,1,1,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 2:00,2017,4,1,2,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 3:00,2017,4,1,3,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 4:00,2017,4,1,4,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 5:00,2017,4,1,5,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 6:00,2017,4,1,6,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 7:00,2017,4,1,7,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 8:00,2017,4,1,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 9:00,2017,4,1,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 10:00,2017,4,1,10,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 11:00,2017,4,1,11,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 12:00,2017,4,1,12,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 13:00,2017,4,1,13,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 14:00,2017,4,1,14,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 15:00,2017,4,1,15,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 16:00,2017,4,1,16,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 17:00,2017,4,1,17,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 18:00,2017,4,1,18,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 19:00,2017,4,1,19,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 20:00,2017,4,1,20,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 21:00,2017,4,1,21,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 22:00,2017,4,1,22,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/1/2017 23:00,2017,4,1,23,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 0:00,2017,4,2,0,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 1:00,2017,4,2,1,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 2:00,2017,4,2,2,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 3:00,2017,4,2,3,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 4:00,2017,4,2,4,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 5:00,2017,4,2,5,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 6:00,2017,4,2,6,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 7:00,2017,4,2,7,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 8:00,2017,4,2,8,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 9:00,2017,4,2,9,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 10:00,2017,4,2,10,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 11:00,2017,4,2,11,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 12:00,2017,4,2,12,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 13:00,2017,4,2,13,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 14:00,2017,4,2,14,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 15:00,2017,4,2,15,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 16:00,2017,4,2,16,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 17:00,2017,4,2,17,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 18:00,2017,4,2,18,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 19:00,2017,4,2,19,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 20:00,2017,4,2,20,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 21:00,2017,4,2,21,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 22:00,2017,4,2,22,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/2/2017 23:00,2017,4,2,23,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 0:00,2017,4,3,0,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 1:00,2017,4,3,1,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 2:00,2017,4,3,2,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 3:00,2017,4,3,3,128,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 4:00,2017,4,3,4,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 5:00,2017,4,3,5,147,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 6:00,2017,4,3,6,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 7:00,2017,4,3,7,195,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 8:00,2017,4,3,8,228,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 9:00,2017,4,3,9,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 10:00,2017,4,3,10,230,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 11:00,2017,4,3,11,206,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 12:00,2017,4,3,12,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 13:00,2017,4,3,13,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 14:00,2017,4,3,14,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 15:00,2017,4,3,15,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 16:00,2017,4,3,16,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 17:00,2017,4,3,17,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 18:00,2017,4,3,18,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 19:00,2017,4,3,19,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 20:00,2017,4,3,20,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 21:00,2017,4,3,21,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 22:00,2017,4,3,22,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/3/2017 23:00,2017,4,3,23,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 0:00,2017,4,4,0,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 1:00,2017,4,4,1,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 2:00,2017,4,4,2,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 3:00,2017,4,4,3,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 4:00,2017,4,4,4,142,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 5:00,2017,4,4,5,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 6:00,2017,4,4,6,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 7:00,2017,4,4,7,170,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 8:00,2017,4,4,8,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 9:00,2017,4,4,9,185,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 10:00,2017,4,4,10,189,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 11:00,2017,4,4,11,189,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 12:00,2017,4,4,12,188,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 13:00,2017,4,4,13,181,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 14:00,2017,4,4,14,179,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 15:00,2017,4,4,15,170,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 16:00,2017,4,4,16,125,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 17:00,2017,4,4,17,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 18:00,2017,4,4,18,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 19:00,2017,4,4,19,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 20:00,2017,4,4,20,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 21:00,2017,4,4,21,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 22:00,2017,4,4,22,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/4/2017 23:00,2017,4,4,23,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 0:00,2017,4,5,0,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 1:00,2017,4,5,1,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 2:00,2017,4,5,2,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 3:00,2017,4,5,3,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 4:00,2017,4,5,4,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 5:00,2017,4,5,5,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 6:00,2017,4,5,6,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 7:00,2017,4,5,7,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 8:00,2017,4,5,8,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 9:00,2017,4,5,9,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 10:00,2017,4,5,10,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 11:00,2017,4,5,11,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 12:00,2017,4,5,12,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 13:00,2017,4,5,13,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 14:00,2017,4,5,14,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 15:00,2017,4,5,15,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 16:00,2017,4,5,16,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 17:00,2017,4,5,17,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 18:00,2017,4,5,18,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 19:00,2017,4,5,19,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 20:00,2017,4,5,20,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 21:00,2017,4,5,21,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 22:00,2017,4,5,22,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/5/2017 23:00,2017,4,5,23,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 0:00,2017,4,6,0,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 1:00,2017,4,6,1,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 2:00,2017,4,6,2,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 3:00,2017,4,6,3,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 4:00,2017,4,6,4,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 5:00,2017,4,6,5,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 6:00,2017,4,6,6,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 7:00,2017,4,6,7,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 8:00,2017,4,6,8,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 9:00,2017,4,6,9,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 10:00,2017,4,6,10,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 11:00,2017,4,6,11,111,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 12:00,2017,4,6,12,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 13:00,2017,4,6,13,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 14:00,2017,4,6,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,4/6/2017 15:00,2017,4,6,15,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 16:00,2017,4,6,16,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 17:00,2017,4,6,17,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 18:00,2017,4,6,18,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 19:00,2017,4,6,19,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 20:00,2017,4,6,20,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 21:00,2017,4,6,21,156,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 22:00,2017,4,6,22,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/6/2017 23:00,2017,4,6,23,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 0:00,2017,4,7,0,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 1:00,2017,4,7,1,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 2:00,2017,4,7,2,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 3:00,2017,4,7,3,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 4:00,2017,4,7,4,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 5:00,2017,4,7,5,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 6:00,2017,4,7,6,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 7:00,2017,4,7,7,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 8:00,2017,4,7,8,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 9:00,2017,4,7,9,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 10:00,2017,4,7,10,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 11:00,2017,4,7,11,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 12:00,2017,4,7,12,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 13:00,2017,4,7,13,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 14:00,2017,4,7,14,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 15:00,2017,4,7,15,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 16:00,2017,4,7,16,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 17:00,2017,4,7,17,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 18:00,2017,4,7,18,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 19:00,2017,4,7,19,105,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 20:00,2017,4,7,20,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 21:00,2017,4,7,21,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 22:00,2017,4,7,22,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/7/2017 23:00,2017,4,7,23,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,4/8/2017 0:00,2017,4,8,0,125,µg/m³,1 Hr,Valid
